alpha_score,composite_score,computed_at,dii_1yr,dii_quarter,ev_ebitda,ev_sales,fii_1yr,fii_quarter,final_score,future_pe,future_peg,future_return,g_score,growth_score,index_group,irs_pct,irs_raw,loss_profit_qoq,loss_profit_ttm,loss_profit_yoy,market,market_cap_b,net_profit_ttm_1yr_growth,net_profit_yoy_growth,pb_ratio,pe_ratio,qoq_profit_growth,qoq_sales_growth,qtr_beta,qtr_std,rebalance_date,return_1yr,return_2yr,return_3m,return_6m,return_score,revenue_b,risk_eff_score,risk_score,sales_ttm_1yr_growth,sales_yoy_growth,sector,stocks_list,strategy_stocks,sub_sector,ticker,ttm_peg,ttm_revenue_b,valuation_score,yr_beta,yr_std
-4.0,-2.0,2026-06-10T03:00:34.622201+00:00,-3.3,0.25,9.112,1.087,1.1,-0.06,-2.0,10.19,2.04,,-2.5,-1.0,NIFTY200,46.25,-1.5,True,False,True,IN,,5.0,-20.36,1.3309,10.7,-63.9,7.96,1.2807,2.05,,-31.35,,-15.36,-23.64,-3.0,,1.0,0.5,16.0,13.05,Construction Materials,,,Cement & Cement Products,ACC.NS,2.14,,1.5,1.1943,1.39
,-9.5,2026-06-10T03:00:34.178929+00:00,,,15.26,1.14,,,,,,,-6.5,-4.0,SP500,18.75,-12.5,True,True,True,US,,-154.8,-29.5,2.18,,-186.6,1.5,-1.9398,54.17,,29.63,-18.02,18.09,44.37,1.5,,-6.0,-3.0,-9.7,-6.3,Basic Materials,,,Specialty Chemicals,LYB,,,-4.0,0.0333,46.18
,2.0,2026-06-10T03:00:34.179058+00:00,,,28.08,1.64,,,,,,,-1.0,0,SP500,62.5,5.0,False,True,False,US,,-44.7,,,,92.5,-39.9,1.3622,35.92,,22.68,77.69,3.23,27.41,3.0,,6.0,3.0,8.8,12.2,Communication Services,,,Entertainment,LYV,,,-4.0,0.8541,30.88
,-8.0,2026-06-10T03:00:34.179259+00:00,,,16.93,9.48,,,,33.47,-2.19,,-7.0,-4.0,SP500,27.5,-9.0,False,True,True,US,,-15.3,-31.5,2.75,39.52,116.0,-0.3,0.3798,19.08,,-12.15,10.57,-1.26,-1.07,-2.0,,-2.0,-1.0,0.8,0.8,Real Estate,,,REIT - Residential,MAA,-2.58,,-1.0,0.291,18.34
,0.5,2026-06-10T03:00:34.179409+00:00,,,25.06,16.52,,,,44.33,4.67,,-2.0,-1.5,SP500,57.5,3.0,False,False,False,US,,9.5,1.7,,40.48,45.6,-0.5,1.2617,28.5,,47.63,72.04,16.96,27.63,3.0,,5.0,2.5,4.3,12.6,Consumer Cyclical,,,Lodging,MAR,4.26,,-3.5,1.0399,26.05
,1.5,2026-06-10T03:00:34.179561+00:00,,,12.05,2.27,,,,17.02,-11.35,,-0.5,-2.5,SP500,58.75,3.5,False,True,False,US,,-1.5,20.0,,17.28,29.1,7.0,1.7571,40.34,,13.49,8.73,1.76,10.13,0,,4.0,2.0,-3.4,6.5,Industrials,,,Building Products & Equipment,MAS,-11.52,,2.0,1.1372,32.13
,-7.0,2026-06-10T03:00:34.179711+00:00,,,16.9,9.15,,,,24.09,5.88,,-5.5,-2.5,SP500,28.75,-8.5,True,False,False,US,,4.1,6.9,,23.14,-8.4,-7.0,0.2896,18.14,,-8.81,16.82,-16.52,-7.92,-2.0,,-3.0,-1.5,3.7,9.4,Consumer Cyclical,,,Restaurants,MCD,5.64,,-1.0,0.0862,16.39
,-2.5,2026-06-10T03:00:34.180646+00:00,,,47.14,12.19,,,,-200813.0,4.36,,1.5,0,SP500,33.75,-6.5,False,True,False,US,,-500.0,,8.08,436.55,130.0,10.6,1.8132,45.88,,69.76,6.11,29.89,81.72,2.5,,-8.0,-4.0,7.1,35.1,Technology,,,Semiconductors,MCHP,-0.01,,-1.0,1.6192,42.94
,1.0,2026-06-10T03:00:34.180826+00:00,,,14.11,0.24,,,,28.5,0.64,,1.5,0.5,SP500,51.25,0.5,False,False,False,US,,44.5,37.2,,19.72,41.8,-9.3,0.0899,25.53,,6.61,36.61,-23.61,-11.59,-1.5,,-1.0,-0.5,12.4,6.0,Healthcare,,,Medical Distribution,MCK,0.44,,2.5,-0.0612,28.96
,-2.5,2026-06-10T03:00:34.180984+00:00,,,22.21,10.76,,,,38.67,1.98,,-3.5,-0.5,SP500,46.25,-1.5,False,False,False,US,,19.5,7.8,26.28,32.36,8.4,10.1,0.5827,25.01,,-5.69,14.43,-3.13,-7.13,-1.0,,2.0,1.0,8.9,8.1,Financial Services,,,Financial Data & Stock Exchanges,MCO,1.66,,-2.0,0.7725,26.09
,1.0,2026-06-10T03:00:34.181127+00:00,,,19.22,2.55,,,,16.43,-0.35,,2.0,-0.5,SP500,50.0,0.0,True,True,False,US,,-46.8,41.3,3.11,30.89,-15.8,-4.0,0.3265,23.42,,-4.45,-0.98,4.12,12.61,0,,-2.0,-1.0,5.8,8.2,Consumer Defensive,,,Confectioners,MDLZ,-0.66,,2.5,0.1015,21.99
,-2.0,2026-06-10T03:00:34.181258+00:00,,,12.39,3.29,,,,26.92,1.0,,-1.5,-1.0,SP500,43.75,-2.5,True,False,True,US,,26.8,-11.8,1.98,21.23,-16.8,0.6,0.6176,21.59,,-5.39,-1.08,-22.34,-25.73,-3.0,,-1.0,-0.5,3.6,8.7,Healthcare,,,Medical Devices,MDT,0.79,,2.5,0.3364,19.58
,4.0,2026-06-10T03:00:34.181431+00:00,,,12.63,0.97,,,,12.28,-0.52,,2.0,-2.0,SP500,65.0,6.0,False,True,False,US,,-23.7,35.9,1.94,16.1,46.5,-20.1,0.9614,23.82,,7.05,23.35,12.76,9.0,1.0,,4.0,2.0,7.9,2.7,Financial Services,,,Insurance - Life,MET,-0.68,,3.0,0.9991,22.8
,1.5,2026-06-10T03:00:34.181569+00:00,,,14.8,7.53,,,,22.37,-7.22,,1.5,1.5,SP500,53.75,1.5,False,True,False,US,,-3.1,62.4,6.62,23.09,17.6,-6.0,1.7833,39.54,,-1.21,34.83,-2.71,-0.7,-1.0,,0.0,0,22.2,33.1,Communication Services,,,Internet Content & Information,META,-7.45,,1.0,1.5058,34.93
,4.0,2026-06-10T03:00:34.1817+00:00,,,18.06,2.32,,,,15.8,-0.22,,0.5,-3.0,SP500,68.75,7.5,True,True,True,US,,-72.4,-5.9,4.51,57.24,-57.4,-3.3,0.7524,37.05,,35.3,10.93,20.18,21.13,1.5,,7.0,3.5,1.7,4.2,Consumer Cyclical,,,Resorts & Casinos,MGM,-0.79,,2.0,1.1553,37.3
,-6.0,2026-06-10T03:00:34.181844+00:00,,,13.19,2.52,,,,7.69,76.9,,-6.0,0,SP500,35.0,-6.0,False,False,False,US,,0.1,528.3,1.8,7.68,351.1,1.3,0.0047,33.64,,-33.57,-29.73,-32.41,-28.35,-4.0,,0.0,0,1.7,16.7,Consumer Defensive,,,Packaged Foods,MKC,76.8,,-2.0,-0.1277,27.96
,4.0,2026-06-10T03:00:34.181982+00:00,,,18.93,6.29,,,,20.53,-0.48,,1.5,1.0,SP500,66.25,6.5,False,True,False,US,,-43.0,1220.8,3.06,36.01,442.3,-11.2,1.2991,28.43,,5.42,3.14,-13.56,-6.4,-2.0,,5.0,2.5,8.6,17.2,Basic Materials,,,Building Materials,MLM,-0.84,,2.5,0.9406,24.56
,1.0,2026-06-10T03:00:34.182138+00:00,,,13.96,3.48,,,,22.99,-1.04,,-1.0,-3.5,SP500,57.5,3.0,False,True,True,US,,-22.1,-39.7,24.43,29.51,13.2,-1.7,1.0647,27.38,,4.06,62.91,-4.84,-9.47,-0.5,,4.0,2.0,1.5,1.3,Industrials,,,Conglomerates,MMM,-1.34,,3.0,0.9563,26.06
,3.5,2026-06-10T03:00:34.182294+00:00,,,29.47,9.46,,,,54.47,2.07,,1.0,2.0,SP500,65.0,6.0,False,False,False,US,,26.3,28.9,9.86,43.13,26.8,10.4,1.0277,37.14,,38.26,68.79,8.55,15.85,2.0,,5.0,2.5,10.7,26.9,Consumer Defensive,,,Beverages - Non-Alcoholic,MNST,1.64,,-3.0,0.358,26.39
,-4.5,2026-06-10T03:00:34.182571+00:00,,,6.66,1.07,,,,531.22,2.54,,-3.0,2.0,SP500,35.0,-6.0,True,False,False,US,,209.1,,0.63,171.86,-50.4,0.8,0.7779,52.9,,-30.23,-13.14,-10.91,-0.9,-3.0,,-3.0,-1.5,8.4,14.4,Basic Materials,,,Agricultural Inputs,MOS,0.82,,-2.0,0.4932,42.55
,5.0,2026-06-10T03:00:34.182713+00:00,,,10.94,0.82,,,,19.11,1.09,,4.5,-1.0,SP500,63.75,5.5,True,False,False,US,,17.5,,4.4,16.26,-66.7,5.0,-0.9746,39.35,,60.24,51.88,20.24,29.27,3.5,,1.0,0.5,-4.4,8.8,Energy,,,Oil & Gas Refining & Marketing,MPC,0.93,,2.0,-0.0032,31.34
,0.5,2026-06-10T03:00:34.182866+00:00,,,92.03,26.68,,,,45.33,-0.74,,4.5,1.5,SP500,41.25,-3.5,False,True,False,US,,-61.0,39.5,21.82,116.24,10.0,7.1,2.5939,54.56,,141.74,122.16,43.22,76.57,4.0,,-8.0,-4.0,26.4,26.1,Technology,,,Semiconductors,MPWR,-1.91,,-1.0,2.2922,46.09
,-3.0,2026-06-10T03:00:34.183023+00:00,,,11.5,5.16,,,,36.11,5.47,,-3.5,-1.5,SP500,43.75,-2.5,True,False,False,US,,6.6,,6.45,33.87,-243.1,-0.7,0.5212,26.81,,62.62,1.61,-0.52,19.62,1.0,,1.0,0.5,1.3,4.9,Healthcare,,,Drug Manufacturers - General,MRK,5.13,,-3.0,0.364,26.81
,-8.5,2026-06-10T03:00:34.183194+00:00,,,-6.51,6.73,,,,,,,-4.5,-1.0,SP500,18.75,-12.5,False,True,False,US,,-20.8,,2.17,,62.6,-42.5,2.254,63.15,,76.64,-67.84,-9.98,96.9,0.5,,-8.0,-4.0,-39.9,260.2,Healthcare,,,Biotechnology,MRNA,,,-4.0,1.7946,63.75
,-6.0,2026-06-10T03:00:34.183362+00:00,,,12.83,3.56,,,,20.59,8.24,,-5.0,-1.5,SP500,32.5,-7.0,False,False,True,US,,2.5,-15.4,5.28,20.09,39.6,15.2,-0.2047,26.45,,-29.77,-18.32,-13.99,-12.41,-3.5,,-2.0,-1.0,10.3,7.6,Financial Services,,,Insurance Brokers,MRSH,8.04,,0,-0.0125,23.27
,0.0,2026-06-10T03:00:34.18361+00:00,,,27.28,15.99,,,,37.38,4.45,,-1.0,1.0,SP500,52.5,1.0,False,False,False,US,,8.4,49.1,,34.48,42.6,3.4,0.3736,25.32,,12.24,31.25,9.57,12.79,1.0,,2.0,1.0,9.7,14.1,Financial Services,,,Financial Data & Stock Exchanges,MSCI,4.1,,-3.0,0.5651,28.41
,0.5,2026-06-10T03:00:34.183756+00:00,,,17.45,10.11,,,,29.36,1.89,,-0.5,1.5,SP500,53.75,1.5,True,False,False,US,,15.5,23.4,7.66,25.42,-17.4,2.0,0.7004,26.89,,-6.17,1.06,7.37,-11.88,-1.0,,2.0,1.0,14.9,18.3,Technology,,,Software - Infrastructure,MSFT,1.64,,-1.0,0.8417,23.94
,-4.0,2026-06-10T03:00:34.183916+00:00,,,22.05,6.49,,,,45.08,1.23,,-4.5,-0.5,SP500,41.25,-3.5,True,False,True,US,,36.6,-13.8,26.89,33.0,-43.6,-19.7,0.3399,31.25,,-0.57,17.65,-15.12,10.89,-1.5,,1.0,0.5,8.0,7.4,Technology,,,Communication Equipment,MSI,0.9,,-2.5,0.2409,23.61
,-1.5,2026-06-10T03:00:34.184078+00:00,,,,3.93,,,,13.26,1.3,,-1.5,-1.5,SP500,46.25,-1.5,True,False,False,US,,10.2,24.4,1.23,12.03,-12.5,-1.2,0.7469,21.91,,20.67,56.19,-2.36,13.45,1.0,,0.0,0,4.3,5.7,Financial Services,,,Banks - Regional,MTB,1.18,,-1.0,0.8391,21.59
,-4.5,2026-06-10T03:00:34.18421+00:00,,,21.09,6.28,,,,25.89,36.99,,-6.5,-2.5,SP500,43.75,-2.5,True,False,False,US,,0.7,6.7,,25.71,-40.7,-16.2,1.0243,46.25,,-0.83,-19.04,-12.19,-20.75,-3.0,,4.0,2.0,4.0,7.2,Healthcare,,,Diagnostics & Research,MTD,36.73,,-1.0,1.0544,32.24
,-6.0,2026-06-10T03:00:34.184409+00:00,,,9.27,2.42,,,,6.85,-0.13,,-2.0,-1.5,SP500,25.0,-10.0,False,True,False,US,,-53.5,,3.45,14.74,500.0,3.9,2.9649,60.94,,3.86,10.86,-17.58,-1.56,-2.5,,-8.0,-4.0,3.7,9.6,Consumer Cyclical,,,Travel Services,NCLH,-0.28,,2.0,2.2898,53.05
,4.5,2026-06-10T03:00:34.184511+00:00,,,18.8,11.16,,,,43.63,0.73,,4.0,2.0,SP500,62.5,5.0,False,False,False,US,,60.1,33.8,4.27,27.25,0.2,0.6,0.4543,23.07,,10.47,56.01,3.63,2.46,1.0,,1.0,0.5,11.6,13.7,Financial Services,,,Financial Data & Stock Exchanges,NDAQ,0.45,,1.0,0.7423,23.85
,-3.0,2026-06-10T03:00:34.184606+00:00,,,19.67,6.17,,,,31.92,8.63,,-4.5,-2.5,SP500,46.25,-1.5,True,False,False,US,,3.7,6.1,5.16,30.78,-12.0,10.7,1.1473,23.11,,39.8,28.36,-1.09,23.39,1.0,,3.0,1.5,3.8,8.5,Industrials,,,Specialty Industrial Machinery,NDSN,8.32,,-3.0,0.957,20.6
,1.5,2026-06-10T03:00:34.1847+00:00,,,20.89,10.61,,,,21.84,-13.65,,2.0,0.5,SP500,52.5,1.0,False,True,False,US,,-1.6,160.0,3.29,22.2,42.1,3.1,0.199,26.21,,30.23,20.47,,3.77,0.5,,-1.0,-0.5,10.7,7.3,Utilities,,,Utilities - Regulated Electric,NEE,-13.87,,1.0,0.1552,23.52
,3.5,2026-06-10T03:00:34.184793+00:00,,,6.88,4.5,,,,29.43,0.26,,5.5,3.5,SP500,53.75,1.5,False,False,False,US,,111.6,78.6,3.33,13.91,150.7,7.2,1.9867,51.18,,108.26,169.97,-15.56,18.37,1.5,,-4.0,-2.0,21.3,45.8,Basic Materials,,,Gold,NEM,0.12,,0.5,1.2602,46.62
,0.5,2026-06-10T03:00:34.184889+00:00,,,25.77,7.85,,,,35.13,1.35,,-1.0,2.5,SP500,55.0,2.0,False,False,False,US,,26.1,86.4,11.69,27.86,118.4,1.7,0.1102,41.55,,-27.11,31.92,-11.05,-20.87,-2.5,,3.0,1.5,15.9,16.2,Communication Services,,,Entertainment,NFLX,1.07,,-1.0,0.3832,33.16
,-2.0,2026-06-10T03:00:34.185038+00:00,,,18.96,1.57,,,,17.05,-0.39,,-5.5,-4.0,SP500,53.75,1.5,True,True,True,US,,-43.5,-34.8,4.98,30.17,-34.3,-9.2,0.8442,41.03,,-20.97,-46.04,-22.36,-27.08,-4.0,,7.0,3.5,-9.8,0.1,Consumer Cyclical,,,Footwear & Accessories,NKE,-0.69,,2.5,0.9488,38.03
,-3.0,2026-06-10T03:00:34.18513+00:00,,,12.99,2.24,,,,17.56,87.8,,-2.5,-1.5,SP500,41.25,-3.5,True,False,False,US,,0.2,84.9,4.64,17.52,-38.7,-15.6,0.1534,27.47,,18.54,28.92,-27.18,2.85,-1.0,,-1.0,-0.5,2.2,4.4,Industrials,,,Aerospace & Defense,NOC,87.6,,0,0.0038,25.93
,-7.5,2026-06-10T03:00:34.185222+00:00,,,37.88,7.83,,,,74.53,3.28,,-6.0,1.0,SP500,27.5,-9.0,False,False,False,US,,22.7,2.3,9.56,60.74,17.0,5.7,0.2171,66.1,,-46.45,-25.64,-0.63,-33.87,-3.0,,-3.0,-1.5,20.9,22.1,Technology,,,Software - Application,NOW,2.68,,-4.0,0.6941,45.38
,-8.5,2026-06-10T03:00:34.185315+00:00,,,23.4,1.63,,,,116.04,-5.0,,-4.5,-0.5,SP500,18.75,-12.5,False,True,True,US,,-23.2,-85.6,25.39,151.1,89.4,32.3,1.6698,51.76,,-9.97,69.57,-21.45,-16.48,-2.0,,-8.0,-4.0,9.2,19.5,Utilities,,,Utilities - Independent Power Producers,NRG,-6.51,,-2.0,1.4698,44.25
,-4.0,2026-06-10T03:00:34.185434+00:00,,,15.29,7.01,,,,28.47,2.97,,-3.5,-3.5,SP500,38.75,-4.5,True,False,True,US,,9.6,-26.6,4.38,25.98,-15.1,0.8,0.4561,25.91,,27.32,46.43,-2.6,7.16,1.0,,-1.0,-0.5,0.5,0.2,Industrials,,,Railroads,NSC,2.71,,-1.0,0.4554,19.71
,4.5,2026-06-10T03:00:34.185529+00:00,,,15.89,4.15,,,,28.69,1.41,,1.0,-1.5,SP500,70.0,8.0,False,False,False,US,,20.3,16.0,24.35,23.85,9.5,0.5,0.5551,38.65,,46.31,25.92,42.92,28.11,2.5,,7.0,3.5,4.9,4.4,Technology,,,Software - Infrastructure,NTAP,1.17,,0,1.3107,33.06
,8.5,2026-06-10T03:00:34.18574+00:00,,,,4.5,,,,15.06,-1.04,,7.0,-1.0,SP500,75.0,10.0,False,True,False,US,,-14.5,42.6,2.58,17.61,12.8,3.9,0.807,27.45,,60.82,118.08,16.57,30.03,4.0,,3.0,1.5,-2.5,13.9,Financial Services,,,Asset Management,NTRS,-1.21,,4.0,1.0746,26.12
,9.0,2026-06-10T03:00:34.185851+00:00,,,12.62,1.83,,,,21.27,-1.52,,6.0,1.0,SP500,80.0,12.0,False,True,False,US,,-14.0,382.1,2.72,24.73,96.6,23.5,1.1481,29.12,,132.31,54.42,38.53,56.19,3.5,,6.0,3.0,5.7,21.3,Basic Materials,,,Steel,NUE,-1.77,,1.5,1.0616,31.14
,7.0,2026-06-10T03:00:34.185948+00:00,,,31.09,20.3,,,,53.63,0.83,,7.0,4.0,SP500,67.5,7.0,False,False,False,US,,64.7,214.5,33.1,32.56,35.8,19.8,1.6905,36.58,,53.96,86.69,17.42,19.09,3.5,,0.0,0,65.5,85.2,Technology,,,Semiconductors,NVDA,0.5,,-0.5,1.8041,33.72
,-4.0,2026-06-10T03:00:34.18604+00:00,,,9.66,1.62,,,,12.0,-0.59,,-6.0,-4.0,SP500,45.0,-2.0,True,True,True,US,,-20.3,-28.5,4.82,15.06,-45.5,-30.6,0.9411,29.47,,-13.2,-16.01,-16.93,-18.05,-4.0,,4.0,2.0,-1.9,-21.4,Consumer Cyclical,,,Residential Construction,NVR,-0.74,,2.0,0.6087,27.32
,-1.0,2026-06-10T03:00:34.18614+00:00,,,14.42,2.05,,,,170.39,0.5,,-1.0,-0.5,SP500,47.5,-1.0,True,False,True,US,,343.6,-10.4,1.94,38.41,-53.9,-7.5,0.3338,21.02,,-7.16,12.21,15.3,5.08,0,,0.0,0,2.4,8.8,Communication Services,,,Entertainment,NWS,0.11,,-0.5,0.621,24.33
,-1.5,2026-06-10T03:00:34.186232+00:00,,,12.75,1.81,,,,148.92,0.43,,-1.5,-0.5,SP500,46.25,-1.5,True,False,True,US,,343.6,-10.4,1.7,33.57,-53.9,-7.5,0.362,20.56,,-5.91,1.1,11.1,4.35,-0.5,,0.0,0,2.4,8.8,Communication Services,,,Entertainment,NWSA,0.1,,-0.5,0.5992,23.91
,-1.5,2026-06-10T03:00:34.186326+00:00,,,22.05,7.27,,,,25.33,-1.3,,2.5,-0.5,SP500,36.25,-5.5,False,True,False,US,,-19.5,130.7,7.64,31.46,146.6,-4.6,1.4964,64.76,,71.82,25.08,47.71,67.16,3.0,,-8.0,-4.0,-2.7,12.2,Technology,,,Semiconductors,NXPI,-1.61,,0,1.6393,45.37
,0.5,2026-06-10T03:00:34.186528+00:00,,,26.74,8.37,,,,39.63,-2.89,,-3.5,-4.0,SP500,61.25,4.5,False,True,True,US,,-13.7,-4.2,10.45,45.92,3.8,2.1,1.3055,41.16,,37.28,30.57,6.46,58.66,2.0,,8.0,4.0,-5.5,-2.9,Industrials,,,Trucking,ODFL,-3.35,,-1.5,1.2258,38.4
,1.5,2026-06-10T03:00:34.18663+00:00,,,11.78,2.51,,,,17.6,1.49,,2.0,1.0,SP500,52.5,1.0,True,False,False,US,,11.8,18.0,2.45,15.74,-20.8,6.1,-0.8571,29.59,,13.8,20.72,2.26,21.16,1.0,,-1.0,-0.5,55.0,19.6,Energy,,,Oil & Gas Midstream,OKE,1.33,,0,-0.1739,25.75
,-6.0,2026-06-10T03:00:34.186728+00:00,,,9.29,1.48,,,,,,,-6.5,-0.5,SP500,36.25,-5.5,True,True,True,US,,-103.7,-6.9,2.24,,-143.1,12.9,0.4994,22.9,,3.91,-12.86,-12.34,4.94,-2.0,,1.0,0.5,10.1,69.2,Communication Services,,,Advertising Agencies,OMC,,,-4.0,0.4961,34.66
,-2.5,2026-06-10T03:00:34.186877+00:00,,,26.03,11.15,,,,40.71,2.15,,1.5,1.5,SP500,33.75,-6.5,True,False,False,US,,18.9,24.5,17.46,34.24,-39.3,7.0,1.6696,54.69,,26.3,68.13,36.96,2.0,2.0,,-8.0,-4.0,8.4,21.7,Technology,,,Software - Infrastructure,ORCL,1.81,,-2.0,1.7179,62.83
,-4.5,2026-06-10T03:00:34.186969+00:00,,,20.18,4.53,,,,30.8,4.89,,-4.5,-1.5,SP500,38.75,-4.5,True,False,False,US,,6.3,16.1,,28.97,-0.2,3.3,0.5224,27.64,,-1.01,39.73,-6.1,-11.86,-1.0,,0.0,0,6.4,10.2,Consumer Cyclical,,,Auto Parts,ORLY,4.6,,-2.0,0.1793,22.79
,-1.0,2026-06-10T03:00:34.187062+00:00,,,14.02,2.39,,,,16.05,-1.01,,-1.5,-1.5,SP500,48.75,-0.5,True,True,False,US,,-15.9,42.6,,19.09,-9.1,-6.1,0.8003,24.5,,-23.65,-22.08,-23.48,-18.35,-4.0,,1.0,0.5,1.2,6.4,Industrials,,,Specialty Industrial Machinery,OTIS,-1.2,,4.0,0.3709,23.3
,-1.5,2026-06-10T03:00:34.187152+00:00,,,7.27,3.73,,,,58.16,-2.43,,-2.5,-2.0,SP500,48.75,-0.5,False,True,False,US,,-23.9,315.6,1.85,76.43,500.0,198.5,-1.7294,40.24,,41.25,-2.49,6.24,36.81,1.5,,2.0,1.0,-1.9,-8.3,Energy,,,Oil & Gas E&P,OXY,-3.2,,-2.0,-0.5067,34.53
,5.0,2026-06-10T03:00:34.187244+00:00,,,134.24,20.85,,,,63.36,-1.13,,1.5,1.0,SP500,71.25,8.5,False,True,False,US,,-56.0,60.5,19.29,144.01,29.3,4.9,0.706,44.93,,38.72,,71.67,37.31,2.5,,7.0,3.5,14.9,14.9,Technology,,,Software - Infrastructure,PANW,-2.57,,-2.0,1.0299,36.54
,-1.0,2026-06-10T03:00:34.187365+00:00,,,23.29,9.44,,,,20.43,-10.21,,-1.0,-1.0,SP500,47.5,-1.0,False,True,False,US,,-2.0,9.1,8.53,20.85,41.7,16.1,-0.2672,28.83,,-36.83,-13.86,2.64,-11.58,-2.0,,0.0,0,5.6,19.9,Technology,,,Software - Application,PAYX,-10.43,,2.0,0.2862,25.9
,1.0,2026-06-10T03:00:34.187468+00:00,,,20.33,2.36,,,,13.64,-0.32,,-1.0,-3.5,SP500,57.5,3.0,False,True,False,US,,-42.9,19.7,2.99,23.88,8.7,-0.6,1.2181,28.08,,22.03,13.86,-9.53,9.93,0,,4.0,2.0,-15.5,-8.9,Industrials,,,Farm & Heavy Construction Machinery,PCAR,-0.56,,2.5,0.9814,26.15
,-2.0,2026-06-10T03:00:34.187577+00:00,,,9.65,3.85,,,,13.81,1.82,,-3.0,0,SP500,47.5,-1.0,False,False,False,US,,7.6,39.8,1.13,12.83,32.1,1.1,0.555,25.68,,-3.67,-8.8,-14.51,3.46,-2.0,,2.0,1.0,2.1,15.0,Utilities,,,Utilities - Regulated Electric,PCG,1.69,,-1.0,0.4364,27.78
,0.5,2026-06-10T03:00:34.187674+00:00,,,13.23,4.96,,,,21.04,1.1,,1.5,2.0,SP500,48.75,-0.5,False,False,False,US,,19.1,25.4,2.28,17.67,135.2,32.0,0.3321,19.6,,2.71,15.07,-5.58,-1.4,-1.5,,-2.0,-1.0,18.3,19.4,Utilities,,,Utilities - Regulated Electric,PEG,0.93,,1.0,0.2732,18.6
,-3.5,2026-06-10T03:00:34.187766+00:00,,,12.94,2.54,,,,19.93,-1.42,,-1.5,-1.5,SP500,36.25,-5.5,True,True,False,US,,-14.0,27.8,9.36,23.18,-8.4,-33.7,0.0549,20.04,,15.33,-8.14,-11.77,-0.31,-1.5,,-4.0,-2.0,2.3,8.5,Consumer Defensive,,,Beverages - Non-Alcoholic,PEP,-1.66,,1.5,-0.0901,21.67
,-2.5,2026-06-10T03:00:34.187856+00:00,,,7.89,3.17,,,,19.31,-6.03,,-2.0,-3.5,SP500,42.5,-3.0,True,True,True,US,,-3.2,-10.1,1.65,19.95,-263.0,-17.7,0.3524,19.76,,19.26,7.25,-2.53,6.91,-0.5,,-1.0,-0.5,-1.6,5.4,Healthcare,,,Drug Manufacturers - General,PFE,-6.23,,2.0,0.4064,23.83
,2.5,2026-06-10T03:00:34.187947+00:00,,,9.93,1.41,,,,11.17,-0.45,,2.0,-2.0,SP500,57.5,3.0,True,True,False,US,,-24.6,819.0,1.89,14.82,-17.9,-22.9,0.9106,20.46,,36.62,38.3,8.79,24.61,2.0,,1.0,0.5,-3.1,-4.5,Financial Services,,,Asset Management,PFG,-0.6,,2.0,0.9248,21.62
,-3.0,2026-06-10T03:00:34.188094+00:00,,,7.91,1.34,,,,13.36,0.4,,-1.0,0.5,SP500,37.5,-5.0,True,False,False,US,,33.3,9.8,3.55,10.02,-4.5,-2.5,-0.2967,20.53,,-25.3,4.05,-8.81,-9.15,-2.5,,-4.0,-2.0,16.3,8.7,Financial Services,,,Insurance - Property & Casualty,PGR,0.3,,1.0,-0.134,22.25
,-2.0,2026-06-10T03:00:34.188239+00:00,,,7.86,1.37,,,,8.22,-0.29,,-3.5,-4.0,SP500,48.75,-0.5,True,True,True,US,,-28.0,-30.4,1.74,11.41,-30.8,-26.1,1.5075,33.51,,20.72,6.46,-11.56,-6.82,-1.5,,3.0,1.5,-3.5,-12.4,Consumer Cyclical,,,Residential Construction,PHM,-0.41,,2.0,0.9886,34.12
,1.5,2026-06-10T03:00:34.18836+00:00,,,11.79,2.51,,,,25.44,-6.52,,-1.0,-2.0,SP500,60.0,4.0,False,True,True,US,,-3.9,-15.5,4.2,26.47,67.9,0.2,0.968,31.2,,15.8,27.88,-5.1,8.62,0,,5.0,2.5,7.2,10.6,Consumer Cyclical,,,Packaging & Containers,PKG,-6.79,,1.0,0.7456,26.95
,1.0,2026-06-10T03:00:34.188462+00:00,,,26.63,18.64,,,,32.56,-3.01,,0.5,-0.5,SP500,53.75,1.5,True,True,False,US,,-10.8,65.2,2.54,36.5,-29.8,2.0,1.0018,19.81,,37.97,48.42,2.87,14.76,2.0,,1.0,0.5,7.2,8.3,Real Estate,,,REIT - Industrial,PLD,-3.38,,-1.0,0.6505,20.87
,0.0,2026-06-10T03:00:34.188556+00:00,,,166.44,64.3,,,,524.97,2.09,,2.0,4.0,SP500,45.0,-2.0,False,False,False,US,,251.6,325.0,40.66,149.31,43.0,16.0,0.9517,51.39,,17.18,584.53,-1.26,-14.42,0,,-4.0,-2.0,56.2,84.7,Technology,,,Software - Infrastructure,PLTR,0.59,,-2.0,1.8261,50.88
,4.5,2026-06-10T03:00:34.188702+00:00,,,,6.46,,,,15.05,0.85,,4.5,0.5,SP500,61.25,4.5,True,False,False,US,,17.8,17.7,1.39,12.78,-12.9,1.5,0.7523,21.46,,29.74,55.87,3.38,15.99,2.0,,0.0,0,10.9,13.8,Financial Services,,,Banks - Regional,PNC,0.72,,2.0,0.8358,21.12
